Order_ID,Warehouse,Customer_Location,Delivery_Distance_km,Transportation_Mode,Package_Weight_kg,Delivery_Priority,Weather_Condition,Traffic_Level,Warehouse_Processing_Time_min,Planned_Delivery_Time_hr,Actual_Delivery_Time_hr,Delivery_Delay
ORD10525,WH-South,City Center,20.4,Van,19.8,Standard,Rain,Low,48.6,1.46,2.9,1
ORD10526,WH-East,East Zone,40.6,Express,7.4,High,Clear,Low,33.2,1.94,3.21,1
ORD10527,WH-East,City Center,73.4,Bike,26.0,Standard,Rain,High,33.1,3.25,6.05,1
ORD10528,WH-South,City Center,18.5,Bike,9.6,Standard,Clear,Low,40.3,1.17,1.23,0
ORD10529,WH-South,East Zone,13.3,Van,21.0,Standard,Cloudy,High,24.4,0.92,1.78,1
ORD10530,WH-South,Suburban,61.2,Express,1.0,Standard,Cloudy,Medium,36.6,2.66,4.59,1
ORD10531,WH-North,Suburban,41.0,Express,11.5,Standard,Rain,Low,30.4,1.94,3.22,1
ORD10532,WH-West,East Zone,73.1,Truck,10.9,Standard,Clear,Low,19.2,3.18,4.47,1
ORD10533,WH-North,West Zone,13.4,Bike,16.5,Standard,Clear,Medium,39.0,1.14,1.1,0
ORD10534,WH-North,City Center,52.4,Bike,2.6,Standard,Clear,High,31.8,2.41,4.74,1
ORD10535,WH-East,City Center,20.2,Van,23.8,Standard,Rain,Medium,33.1,1.36,3.16,1
ORD10536,WH-South,West Zone,14.2,Truck,6.9,Standard,Cloudy,Medium,20.5,0.89,2.07,1
ORD10537,WH-West,Suburban,55.3,Truck,20.5,Standard,Rain,Medium,54.1,2.43,4.97,1
ORD10538,WH-East,South Zone,48.3,Van,24.2,Standard,Clear,Medium,45.5,2.14,3.55,1
ORD10539,WH-North,South Zone,60.9,Truck,17.1,Urgent,Clear,Medium,49.6,2.71,3.78,1
ORD10540,WH-South,South Zone,26.1,Van,22.4,Standard,Clear,High,31.3,1.39,2.83,1
ORD10541,WH-East,Suburban,36.9,Van,20.0,High,Storm,Medium,14.2,1.91,3.89,1
ORD10542,WH-South,Suburban,33.6,Van,11.0,Standard,Cloudy,Medium,58.4,1.59,3.03,1
ORD10543,WH-East,West Zone,78.8,Express,24.4,High,Rain,Low,34.3,3.32,5.31,1
ORD10544,WH-South,City Center,24.8,Truck,9.2,High,Clear,High,26.0,1.47,2.63,1
ORD10545,WH-North,West Zone,25.0,Express,17.4,Standard,Cloudy,Low,40.0,1.15,1.21,0
ORD10546,WH-West,West Zone,29.7,Truck,22.5,Urgent,Cloudy,Low,52.0,1.82,3.18,1
ORD10547,WH-North,Suburban,46.0,Van,11.7,Standard,Clear,Medium,34.7,2.11,3.6,1
ORD10548,WH-West,South Zone,21.7,Truck,9.4,Standard,Rain,Medium,50.3,1.03,3.13,1
ORD10549,WH-South,North Zone,73.4,Truck,14.1,High,Rain,Medium,48.0,3.14,5.96,1
ORD10550,WH-East,City Center,22.7,Van,24.6,High,Rain,Medium,22.1,1.31,2.16,1
ORD10551,WH-North,Suburban,71.9,Bike,27.9,Standard,Cloudy,High,26.9,3.06,5.59,1
ORD10552,WH-West,South Zone,10.1,Van,16.6,Standard,Clear,Low,46.5,0.98,0.93,0
ORD10553,WH-North,North Zone,53.2,Bike,20.0,Standard,Clear,High,8.0,2.49,4.23,1
ORD10554,WH-West,North Zone,72.7,Bike,27.1,Standard,Storm,Medium,33.2,3.13,6.32,1
ORD10555,WH-North,Suburban,15.2,Van,3.4,High,Clear,Medium,17.8,1.1,1.08,0
ORD10556,WH-West,East Zone,77.5,Van,7.3,Standard,Cloudy,Medium,29.3,3.26,5.99,1
ORD10557,WH-West,City Center,37.3,Bike,21.4,Standard,Cloudy,Low,31.4,2.05,3.35,1
ORD10558,WH-South,North Zone,75.8,Truck,24.8,Standard,Cloudy,High,30.7,3.03,5.78,1
ORD10559,WH-West,Suburban,54.8,Van,25.8,Standard,Storm,Medium,28.4,2.47,4.07,1
ORD10560,WH-South,Suburban,25.5,Express,12.7,Standard,Clear,Medium,21.8,1.42,2.29,1
ORD10561,WH-West,South Zone,16.7,Van,3.1,High,Clear,Medium,62.5,1.19,1.17,0
ORD10562,WH-East,East Zone,25.7,Bike,13.4,Urgent,Clear,High,60.4,1.32,2.84,1
ORD10563,WH-East,City Center,9.3,Express,7.3,High,Clear,Medium,21.1,0.62,0.6,0
ORD10564,WH-East,West Zone,13.2,Van,9.1,Standard,Clear,High,54.0,0.99,2.43,1
ORD10565,WH-West,South Zone,10.2,Van,23.3,Urgent,Clear,Medium,33.2,0.9,0.96,0
ORD10566,WH-South,North Zone,35.0,Van,2.7,High,Rain,Low,36.6,1.93,1.99,0
ORD10567,WH-South,North Zone,64.1,Van,24.9,High,Rain,Low,34.2,2.64,4.19,1
ORD10568,WH-West,South Zone,13.0,Van,13.1,Standard,Clear,Medium,27.1,1.1,1.13,0
ORD10569,WH-East,Suburban,12.2,Bike,18.1,Standard,Clear,Low,46.8,1.22,1.29,0
ORD10570,WH-East,North Zone,52.2,Van,3.1,Standard,Rain,Low,36.5,2.32,4.02,1
ORD10571,WH-South,East Zone,17.4,Truck,10.5,Standard,Clear,High,29.3,0.97,2.3,1
ORD10572,WH-East,City Center,9.6,Express,3.1,Standard,Clear,High,19.3,0.79,0.74,0
ORD10573,WH-North,East Zone,15.0,Bike,28.9,Standard,Clear,Medium,24.3,1.04,1.12,0
ORD10574,WH-South,North Zone,74.1,Bike,24.3,Standard,Cloudy,Low,15.3,3.21,4.93,1
ORD10575,WH-East,West Zone,66.1,Van,14.1,High,Clear,Low,35.1,2.79,4.75,1
ORD10576,WH-South,City Center,29.6,Bike,7.1,Standard,Storm,Low,20.6,1.74,2.99,1
ORD10577,WH-North,City Center,53.2,Truck,28.0,Standard,Clear,Medium,31.8,2.27,3.78,1
ORD10578,WH-South,South Zone,43.9,Truck,10.7,Urgent,Cloudy,High,54.4,1.86,3.78,1
ORD10579,WH-South,South Zone,54.8,Van,5.2,Urgent,Clear,Medium,52.4,2.59,3.82,1
ORD10580,WH-South,West Zone,55.2,Express,17.1,High,Clear,Low,34.6,2.2,3.47,1
ORD10581,WH-South,Suburban,51.0,Truck,28.3,Urgent,Cloudy,Medium,37.0,2.3,4.3,1
ORD10582,WH-North,City Center,22.8,Van,0.6,Standard,Rain,Medium,57.6,1.69,3.19,1
ORD10583,WH-West,West Zone,5.0,Truck,7.5,Urgent,Rain,Medium,44.2,0.68,2.04,1
ORD10584,WH-South,South Zone,37.5,Truck,28.2,Standard,Cloudy,Medium,31.1,1.7,2.98,1
ORD10585,WH-South,South Zone,71.5,Bike,5.5,Standard,Rain,Medium,17.9,3.05,5.1,1
ORD10586,WH-East,City Center,46.4,Bike,3.8,Standard,Rain,Low,39.7,2.15,4.32,1
ORD10587,WH-South,East Zone,66.9,Bike,17.3,Standard,Rain,Low,45.0,2.91,4.76,1
ORD10588,WH-East,North Zone,79.3,Van,25.9,Standard,Clear,High,27.4,3.41,6.11,1
ORD10589,WH-West,South Zone,14.8,Truck,14.6,High,Clear,Low,38.5,0.9,0.93,0
ORD10590,WH-North,Suburban,56.0,Truck,29.8,High,Clear,Low,30.6,2.7,2.67,0
ORD10591,WH-North,Suburban,54.6,Van,20.5,Standard,Cloudy,Low,32.8,2.48,2.45,0
ORD10592,WH-West,South Zone,78.4,Van,2.7,Standard,Clear,Low,8.0,3.39,4.59,1
ORD10593,WH-North,East Zone,78.9,Bike,29.8,High,Clear,Medium,32.3,3.24,5.72,1
ORD10594,WH-West,East Zone,55.6,Van,12.5,High,Rain,High,46.6,2.64,5.41,1
ORD10595,WH-West,West Zone,21.0,Truck,9.0,Standard,Rain,Medium,27.4,1.22,2.94,1
ORD10596,WH-West,Suburban,64.3,Van,17.0,High,Rain,Medium,35.6,2.83,4.56,1
ORD10597,WH-North,West Zone,10.3,Van,9.5,Standard,Clear,Medium,25.9,0.76,1.93,1
ORD10598,WH-East,Suburban,62.9,Van,3.1,Standard,Cloudy,Medium,39.3,2.63,4.02,1
ORD10599,WH-West,North Zone,73.0,Express,0.5,Urgent,Clear,High,35.4,3.19,5.61,1
ORD10600,WH-South,North Zone,31.9,Bike,13.8,Standard,Clear,High,23.7,1.59,3.1,1
ORD10601,WH-North,City Center,51.2,Express,25.2,Standard,Clear,Low,51.0,2.23,3.28,1
ORD10602,WH-West,West Zone,35.6,Truck,17.4,Urgent,Clear,High,49.1,1.69,3.99,1
ORD10603,WH-West,South Zone,36.1,Van,30.0,High,Clear,Medium,27.7,1.87,1.91,0
ORD10604,WH-South,West Zone,26.2,Truck,9.0,Standard,Rain,High,41.0,1.36,3.12,1
ORD10605,WH-East,South Zone,61.4,Truck,8.8,Standard,Clear,Medium,41.4,2.68,4.66,1
ORD10606,WH-East,East Zone,75.0,Bike,5.2,Standard,Cloudy,High,42.7,3.18,5.69,1
ORD10607,WH-East,West Zone,75.4,Van,5.3,High,Cloudy,High,14.7,2.96,6.42,1
ORD10608,WH-West,East Zone,15.6,Truck,8.9,Standard,Clear,Low,47.1,0.88,1.61,1
ORD10609,WH-West,North Zone,70.2,Van,23.9,Standard,Clear,Medium,28.2,3.05,4.6,1
ORD10610,WH-West,North Zone,59.5,Van,27.2,Urgent,Clear,High,33.7,2.54,4.54,1
ORD10611,WH-North,City Center,21.7,Bike,29.3,Standard,Cloudy,High,66.7,1.4,2.7,1
ORD10612,WH-South,West Zone,7.2,Truck,7.4,Standard,Clear,Low,38.6,0.87,0.88,0
ORD10613,WH-West,East Zone,22.9,Truck,26.5,Standard,Clear,Medium,30.4,1.4,2.45,1
ORD10614,WH-South,South Zone,73.2,Truck,10.2,High,Clear,Medium,8.5,3.33,5.53,1
ORD10615,WH-South,North Zone,51.4,Truck,3.8,Standard,Cloudy,Low,51.7,2.33,4.16,1
ORD10616,WH-East,North Zone,58.2,Bike,26.2,Standard,Rain,Medium,18.9,2.66,4.57,1
ORD10617,WH-North,South Zone,22.1,Express,19.3,High,Clear,Low,23.0,1.22,1.26,0
ORD10618,WH-West,East Zone,58.1,Express,5.4,Standard,Cloudy,High,31.0,2.87,4.92,1
ORD10619,WH-East,East Zone,4.2,Bike,13.2,Standard,Cloudy,Medium,52.0,0.89,0.91,0
ORD10620,WH-East,West Zone,31.3,Van,9.0,Standard,Rain,High,44.3,1.62,4.39,1
ORD10621,WH-West,West Zone,50.9,Bike,22.2,Standard,Rain,Low,33.1,2.36,3.99,1
ORD10622,WH-South,Suburban,13.4,Truck,13.9,Standard,Cloudy,Medium,38.7,1.14,2.0,1
ORD10623,WH-East,Suburban,66.2,Van,29.7,Standard,Cloudy,Low,27.8,2.85,2.93,0
ORD10624,WH-South,City Center,20.3,Bike,2.1,Standard,Rain,Low,36.7,1.15,2.17,1
ORD10625,WH-North,North Zone,52.9,Van,11.0,Standard,Clear,Low,35.9,2.49,3.84,1
ORD10626,WH-South,West Zone,33.6,Express,14.7,High,Clear,Low,46.6,1.71,1.77,0
ORD10627,WH-North,East Zone,48.5,Truck,15.3,Urgent,Clear,Medium,49.6,2.25,3.96,1
ORD10628,WH-South,South Zone,10.4,Bike,9.8,High,Rain,Low,40.9,0.77,1.8,1
ORD10629,WH-East,East Zone,3.3,Bike,22.0,High,Rain,Medium,30.7,0.5,0.52,0
ORD10630,WH-East,North Zone,72.9,Express,26.3,Standard,Clear,Medium,43.9,3.13,5.37,1
ORD10631,WH-North,Suburban,23.0,Bike,28.2,Urgent,Cloudy,High,36.9,1.43,2.73,1
ORD10632,WH-West,East Zone,65.9,Bike,24.3,Standard,Clear,High,22.0,2.83,5.05,1
ORD10633,WH-North,City Center,79.9,Van,25.6,Urgent,Clear,Medium,33.2,3.53,5.15,1
ORD10634,WH-North,North Zone,18.5,Truck,16.7,Urgent,Storm,Medium,39.0,1.08,3.12,1
ORD10635,WH-South,Suburban,22.7,Van,24.9,High,Clear,Low,45.9,1.18,2.45,1
ORD10636,WH-South,South Zone,53.7,Bike,9.5,Urgent,Clear,High,35.8,2.41,4.79,1
ORD10637,WH-North,Suburban,77.3,Truck,12.3,Standard,Cloudy,Low,20.5,3.25,4.77,1
ORD10638,WH-East,City Center,73.4,Bike,9.8,Standard,Cloudy,Low,35.7,3.21,5.24,1
ORD10639,WH-South,North Zone,41.2,Van,14.3,Standard,Clear,Low,36.4,1.88,1.91,0
ORD10640,WH-West,South Zone,64.0,Van,8.9,Standard,Cloudy,Medium,37.2,2.95,5.15,1
ORD10641,WH-South,City Center,12.6,Bike,28.9,Standard,Cloudy,Low,46.0,1.19,1.24,0
ORD10642,WH-South,Suburban,78.2,Van,9.7,High,Clear,High,47.2,3.29,5.19,1
ORD10643,WH-West,City Center,77.2,Van,3.4,Urgent,Clear,Low,30.9,3.41,4.74,1
ORD10644,WH-North,North Zone,14.8,Van,16.0,Standard,Cloudy,Medium,27.6,0.9,1.56,1
ORD10645,WH-West,West Zone,25.4,Express,2.2,High,Clear,Low,22.5,1.54,1.54,0
ORD10646,WH-North,City Center,9.8,Bike,3.8,Urgent,Rain,Low,46.4,0.98,0.94,0
ORD10647,WH-North,City Center,23.2,Truck,7.0,Urgent,Rain,High,55.4,1.43,3.56,1
ORD10648,WH-North,Suburban,65.6,Van,14.2,Urgent,Storm,Low,34.2,2.84,4.89,1
ORD10649,WH-West,Suburban,31.5,Van,13.3,Standard,Clear,High,32.1,1.27,2.7,1
ORD10650,WH-North,South Zone,8.9,Bike,24.1,Urgent,Storm,Medium,55.6,0.74,3.34,1
ORD10651,WH-East,Suburban,28.7,Bike,22.3,High,Clear,Low,41.1,1.45,2.61,1
ORD10652,WH-West,East Zone,78.5,Van,13.1,Standard,Clear,High,40.2,3.19,6.47,1
ORD10653,WH-East,North Zone,51.1,Van,10.3,Standard,Clear,Low,20.7,2.34,3.73,1
ORD10654,WH-North,North Zone,34.5,Van,9.8,High,Clear,High,43.1,1.68,3.58,1
ORD10655,WH-South,West Zone,15.0,Bike,23.3,Standard,Cloudy,Low,23.9,0.94,1.79,1
ORD10656,WH-North,West Zone,78.9,Bike,2.0,High,Clear,High,21.4,3.19,5.73,1
ORD10657,WH-East,North Zone,66.0,Van,0.9,High,Clear,Low,30.8,2.77,4.09,1
ORD10658,WH-East,West Zone,24.0,Van,24.0,Standard,Cloudy,Medium,28.0,1.49,2.52,1
ORD10659,WH-West,South Zone,7.5,Van,14.6,Standard,Clear,High,32.3,0.69,2.16,1
ORD10660,WH-South,Suburban,6.4,Express,4.4,High,Cloudy,High,17.7,0.67,0.71,0
ORD10661,WH-West,North Zone,11.4,Van,7.4,Standard,Clear,High,46.5,0.85,1.94,1
ORD10662,WH-East,West Zone,47.3,Bike,28.0,Standard,Rain,High,48.5,2.23,4.69,1
ORD10663,WH-North,North Zone,74.4,Bike,25.9,Standard,Rain,High,11.6,3.21,6.33,1
ORD10664,WH-South,East Zone,40.7,Truck,21.4,Standard,Clear,Low,46.7,1.59,3.15,1
ORD10665,WH-North,City Center,67.7,Van,14.7,Urgent,Clear,Low,28.3,3.04,4.09,1
ORD10666,WH-North,Suburban,36.8,Van,15.8,Standard,Clear,Low,45.3,1.99,3.47,1
ORD10667,WH-South,North Zone,57.3,Bike,29.3,High,Rain,Medium,34.2,2.42,4.35,1
ORD10668,WH-West,City Center,59.1,Bike,29.0,Standard,Clear,Medium,35.3,2.49,4.18,1
ORD10669,WH-North,West Zone,15.6,Bike,6.9,Standard,Clear,Medium,32.8,1.0,1.08,0
ORD10670,WH-East,City Center,30.2,Truck,24.4,High,Clear,Low,49.5,1.49,3.21,1
ORD10671,WH-North,Suburban,51.7,Van,6.3,High,Clear,Medium,20.1,2.37,3.81,1
ORD10672,WH-South,North Zone,7.5,Express,6.8,Standard,Clear,Low,42.3,0.53,0.52,0
ORD10673,WH-South,East Zone,30.2,Bike,20.4,Standard,Rain,Medium,48.2,1.44,3.34,1
ORD10674,WH-South,West Zone,43.7,Van,12.4,Standard,Clear,Medium,43.6,2.25,3.66,1
ORD10675,WH-West,North Zone,79.7,Express,28.0,Standard,Clear,High,62.9,3.24,5.88,1
ORD10676,WH-North,Suburban,39.0,Bike,3.1,High,Rain,Medium,28.7,2.04,3.83,1
ORD10677,WH-West,West Zone,65.7,Truck,15.6,Standard,Rain,Medium,46.5,2.89,5.17,1
ORD10678,WH-West,South Zone,35.7,Bike,27.6,Standard,Clear,Low,33.7,1.56,1.51,0
ORD10679,WH-South,City Center,64.1,Bike,27.2,Standard,Clear,Medium,49.8,2.87,4.17,1
ORD10680,WH-South,Suburban,48.4,Bike,5.1,Urgent,Clear,Low,37.9,2.21,2.19,0
ORD10681,WH-West,South Zone,71.2,Van,11.3,Urgent,Rain,Medium,33.3,2.99,5.82,1
ORD10682,WH-North,North Zone,34.1,Van,18.8,Standard,Clear,Medium,50.7,1.75,3.28,1
ORD10683,WH-East,East Zone,49.1,Express,5.2,High,Rain,Low,29.1,2.31,3.8,1
ORD10684,WH-West,West Zone,51.1,Van,29.1,Standard,Cloudy,Low,18.0,2.41,3.91,1
ORD10685,WH-North,City Center,34.6,Truck,27.5,Standard,Cloudy,High,28.8,1.88,3.63,1
ORD10686,WH-South,West Zone,13.3,Truck,5.4,High,Clear,High,42.4,1.02,2.54,1
ORD10687,WH-South,North Zone,9.3,Truck,4.1,Urgent,Clear,Medium,54.7,0.67,1.68,1
ORD10688,WH-North,West Zone,3.3,Bike,3.0,Urgent,Clear,Low,39.3,0.56,0.61,0
ORD10689,WH-East,City Center,70.1,Express,27.3,Standard,Clear,Low,50.8,3.36,4.94,1
ORD10690,WH-South,North Zone,20.4,Van,6.2,Standard,Cloudy,Medium,18.7,1.32,2.28,1
ORD10691,WH-South,West Zone,18.5,Van,12.8,High,Storm,High,29.7,1.45,3.77,1
ORD10692,WH-South,East Zone,59.4,Van,13.7,Standard,Cloudy,Low,31.5,2.79,4.39,1
ORD10693,WH-North,Suburban,27.0,Express,18.2,Standard,Cloudy,High,33.6,1.49,3.2,1
ORD10694,WH-West,North Zone,41.5,Bike,2.6,Standard,Clear,Low,36.0,2.02,3.44,1
ORD10695,WH-South,Suburban,14.7,Van,7.2,High,Clear,High,43.3,1.02,2.16,1
ORD10696,WH-West,North Zone,76.9,Bike,28.0,Standard,Clear,Medium,29.7,3.04,4.61,1
ORD10697,WH-East,East Zone,68.4,Express,27.3,Standard,Cloudy,High,36.7,2.95,5.27,1
ORD10698,WH-South,Suburban,69.4,Bike,23.5,Urgent,Rain,Medium,37.5,3.12,5.46,1
ORD10699,WH-South,South Zone,33.7,Express,1.1,Standard,Cloudy,Medium,23.9,1.63,1.69,0
ORD10700,WH-East,City Center,61.5,Van,10.1,Standard,Clear,Low,33.6,2.75,4.05,1
ORD10701,WH-South,South Zone,13.2,Bike,19.0,Standard,Clear,Low,33.3,1.07,2.3,1
ORD10702,WH-West,West Zone,2.7,Truck,8.6,Standard,Cloudy,High,33.0,0.5,0.57,0
ORD10703,WH-North,East Zone,3.6,Bike,27.3,Standard,Clear,High,35.4,0.57,0.53,0
ORD10704,WH-West,South Zone,47.8,Bike,19.2,Standard,Rain,High,35.9,2.08,4.63,1
ORD10705,WH-North,North Zone,37.5,Bike,2.6,High,Rain,Medium,29.8,1.74,3.29,1
ORD10706,WH-North,West Zone,42.4,Bike,27.3,Standard,Cloudy,High,50.3,1.86,4.13,1
ORD10707,WH-West,West Zone,2.6,Van,28.8,Urgent,Clear,Low,24.0,0.5,0.54,0
ORD10708,WH-West,South Zone,35.0,Truck,2.8,Standard,Clear,Medium,26.3,1.92,3.47,1
ORD10709,WH-West,South Zone,58.0,Express,16.2,Standard,Clear,Medium,68.4,2.46,3.81,1
ORD10710,WH-West,East Zone,36.5,Express,9.4,Standard,Clear,Medium,22.5,1.82,1.88,0
ORD10711,WH-East,City Center,59.1,Van,12.1,Standard,Clear,Medium,18.8,2.55,3.98,1
ORD10712,WH-South,South Zone,20.2,Van,5.8,High,Cloudy,Low,43.8,1.36,1.35,0
ORD10713,WH-North,South Zone,65.4,Van,17.6,Standard,Cloudy,Medium,10.1,2.99,4.94,1
ORD10714,WH-West,Suburban,47.9,Bike,28.8,Standard,Clear,High,32.2,2.31,4.59,1
ORD10715,WH-West,North Zone,18.4,Bike,15.3,Urgent,Clear,Medium,63.7,1.19,2.34,1
ORD10716,WH-West,Suburban,20.5,Van,2.9,Urgent,Clear,Low,19.5,1.2,1.27,0
ORD10717,WH-East,Suburban,51.0,Truck,18.8,Urgent,Clear,Low,14.2,2.18,3.08,1
ORD10718,WH-West,West Zone,66.7,Bike,10.5,Standard,Rain,Low,17.0,3.12,4.77,1
ORD10719,WH-West,City Center,34.4,Bike,25.7,High,Clear,Low,45.8,1.64,2.98,1
ORD10720,WH-West,North Zone,22.1,Truck,13.3,Standard,Clear,Medium,48.5,1.37,2.76,1
ORD10721,WH-South,East Zone,69.6,Truck,6.2,Standard,Clear,Medium,28.8,3.11,4.7,1
ORD10722,WH-East,East Zone,54.2,Truck,6.1,Standard,Rain,Medium,43.2,2.37,4.54,1
ORD10723,WH-West,South Zone,37.0,Van,23.2,Standard,Cloudy,Medium,51.7,1.95,3.68,1
ORD10724,WH-North,South Zone,40.1,Truck,8.3,Standard,Clear,High,56.4,2.02,4.17,1
ORD10725,WH-North,East Zone,17.9,Bike,23.1,Standard,Cloudy,Low,32.0,1.35,1.43,0
ORD10726,WH-North,South Zone,50.9,Express,6.6,High,Cloudy,Medium,8.0,2.26,3.54,1
ORD10727,WH-East,City Center,30.0,Bike,10.0,Standard,Storm,High,25.1,1.42,4.6,1
ORD10728,WH-East,Suburban,79.7,Bike,14.2,Standard,Clear,Low,29.9,3.29,5.12,1
ORD10729,WH-North,South Zone,39.5,Van,28.3,Standard,Rain,Low,31.9,1.94,2.97,1
ORD10730,WH-West,West Zone,39.9,Truck,28.0,Urgent,Rain,High,35.7,1.93,4.12,1
ORD10731,WH-East,South Zone,46.1,Van,6.6,Standard,Rain,Medium,48.4,2.1,4.04,1
ORD10732,WH-North,North Zone,73.5,Van,11.1,Standard,Cloudy,Medium,50.3,2.9,4.36,1
ORD10733,WH-North,City Center,64.5,Bike,4.9,High,Cloudy,Low,32.9,2.86,4.24,1
ORD10734,WH-West,North Zone,37.2,Express,15.5,High,Clear,Medium,48.2,2.07,3.0,1
ORD10735,WH-South,North Zone,58.1,Van,14.1,Standard,Rain,Medium,39.3,2.63,4.12,1
ORD10736,WH-East,West Zone,47.7,Truck,27.1,High,Cloudy,Low,35.8,2.28,3.48,1
ORD10737,WH-West,City Center,40.4,Bike,27.9,High,Cloudy,Medium,45.9,2.01,3.66,1
ORD10738,WH-North,City Center,17.0,Van,11.8,High,Clear,Low,35.9,1.15,1.22,0
ORD10739,WH-North,City Center,38.2,Truck,15.0,Standard,Cloudy,Medium,59.7,1.98,3.73,1
ORD10740,WH-West,City Center,21.2,Bike,26.9,High,Rain,Low,17.7,1.3,2.11,1
ORD10741,WH-East,City Center,73.4,Bike,24.3,Standard,Clear,Low,28.8,3.08,4.56,1
ORD10742,WH-South,West Zone,28.2,Van,0.6,Standard,Rain,Low,33.5,1.41,2.81,1
ORD10743,WH-South,South Zone,76.3,Truck,9.9,Standard,Cloudy,Low,40.3,3.2,5.17,1
ORD10744,WH-North,North Zone,43.6,Bike,12.9,Standard,Rain,High,50.2,2.09,4.24,1
ORD10745,WH-East,City Center,51.3,Truck,7.3,Standard,Clear,Low,34.7,2.29,4.01,1
ORD10746,WH-South,South Zone,44.3,Van,6.4,High,Clear,Medium,17.9,2.12,3.48,1
ORD10747,WH-East,South Zone,12.1,Bike,1.6,Standard,Rain,Low,45.1,0.98,1.01,0
ORD10748,WH-East,North Zone,31.3,Van,19.5,Standard,Clear,Medium,44.1,1.72,1.71,0
ORD10749,WH-North,West Zone,9.7,Bike,8.2,Standard,Rain,High,11.7,1.0,2.5,1
ORD10750,WH-South,East Zone,50.6,Van,2.0,Standard,Clear,Low,35.0,2.32,3.52,1
ORD10751,WH-West,East Zone,36.9,Express,7.3,Urgent,Cloudy,High,18.9,1.66,3.51,1
ORD10752,WH-North,South Zone,62.7,Truck,24.2,Standard,Clear,Low,27.0,2.7,4.09,1
ORD10753,WH-South,Suburban,19.2,Van,25.6,Standard,Cloudy,Medium,24.2,1.19,1.17,0
ORD10754,WH-South,Suburban,14.8,Van,14.8,Standard,Clear,Medium,44.7,0.81,2.2,1
ORD10755,WH-South,North Zone,33.7,Van,12.8,Standard,Clear,High,36.4,1.87,3.81,1
ORD10756,WH-South,East Zone,74.3,Express,29.3,Standard,Clear,Medium,19.6,3.17,4.75,1
ORD10757,WH-South,South Zone,57.4,Express,6.4,High,Clear,Medium,45.6,2.6,4.24,1
ORD10758,WH-East,West Zone,34.7,Truck,6.9,Urgent,Storm,Low,20.8,1.9,3.9,1
ORD10759,WH-North,East Zone,42.3,Truck,9.1,Standard,Storm,Low,39.0,1.94,4.38,1
ORD10760,WH-East,South Zone,8.6,Bike,5.6,High,Clear,High,25.2,0.88,2.22,1
ORD10761,WH-West,South Zone,78.8,Express,11.7,High,Cloudy,Medium,30.6,3.3,5.2,1
ORD10762,WH-South,City Center,54.0,Truck,27.4,High,Clear,Medium,41.1,2.41,4.12,1
ORD10763,WH-North,West Zone,24.3,Truck,18.7,Standard,Cloudy,High,41.3,1.28,3.52,1
ORD10764,WH-South,City Center,47.7,Truck,12.7,Standard,Rain,Medium,51.0,2.4,4.13,1
ORD10765,WH-North,North Zone,10.5,Bike,28.1,Standard,Rain,High,34.0,0.83,2.95,1
ORD10766,WH-East,City Center,77.3,Van,1.9,High,Clear,Medium,38.7,3.34,4.81,1
ORD10767,WH-North,City Center,15.6,Bike,6.7,High,Rain,Medium,29.7,0.83,1.9,1
ORD10768,WH-West,East Zone,52.5,Truck,17.2,Standard,Clear,High,37.2,2.52,4.91,1
ORD10769,WH-West,Suburban,21.1,Bike,18.7,Standard,Storm,Low,40.3,1.38,3.04,1
ORD10770,WH-North,South Zone,58.0,Van,1.7,Urgent,Clear,Low,36.8,2.58,4.04,1
ORD10771,WH-North,West Zone,62.6,Truck,12.4,High,Cloudy,Medium,13.4,2.71,4.21,1
ORD10772,WH-North,City Center,54.5,Truck,19.7,Urgent,Cloudy,Low,42.0,2.49,4.08,1
ORD10773,WH-North,West Zone,49.9,Bike,21.1,High,Cloudy,Medium,39.4,2.56,3.99,1
ORD10774,WH-West,Suburban,71.6,Van,19.3,Standard,Clear,High,26.8,2.85,5.17,1
ORD10775,WH-South,Suburban,8.1,Truck,10.0,Standard,Rain,Medium,19.6,0.88,2.08,1
ORD10776,WH-North,City Center,27.8,Truck,3.3,High,Clear,Medium,52.7,1.38,2.79,1
ORD10777,WH-North,North Zone,21.4,Truck,13.1,Standard,Cloudy,High,40.9,1.26,2.83,1
ORD10778,WH-West,City Center,79.1,Bike,4.3,Standard,Clear,Medium,32.3,3.3,5.19,1
ORD10779,WH-West,East Zone,32.4,Bike,28.5,High,Clear,Medium,21.4,1.61,2.67,1
ORD10780,WH-East,South Zone,59.1,Bike,14.5,Standard,Cloudy,Medium,25.1,2.61,4.55,1
ORD10781,WH-North,North Zone,55.4,Van,9.9,High,Clear,High,50.6,2.34,4.43,1
ORD10782,WH-East,City Center,18.5,Bike,23.1,Standard,Clear,Medium,36.7,1.28,1.35,0
ORD10783,WH-West,West Zone,20.6,Truck,15.2,Urgent,Clear,High,31.4,1.02,2.8,1
ORD10784,WH-West,North Zone,23.9,Van,9.6,Standard,Clear,High,41.1,1.42,2.87,1
ORD10785,WH-South,North Zone,34.1,Van,24.5,Standard,Rain,Medium,25.2,1.68,3.24,1
ORD10786,WH-North,City Center,20.3,Van,26.1,High,Rain,Medium,53.0,1.08,2.18,1
ORD10787,WH-East,North Zone,3.5,Bike,20.4,Standard,Clear,High,51.2,0.65,0.72,0
