Order_ID,Warehouse,Customer_Location,Delivery_Distance_km,Transportation_Mode,Package_Weight_kg,Delivery_Priority,Weather_Condition,Traffic_Level,Warehouse_Processing_Time_min,Planned_Delivery_Time_hr,Actual_Delivery_Time_hr,Delivery_Delay,Delay_Probability,Risk_Level,Recommended_Action
ORD10493,WH-North,South Zone,50.8,Bike,20.7,Standard,Cloudy,High,25.4,2.27,3.7,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10492,WH-North,City Center,59.3,Bike,26.9,Standard,Clear,Low,35.4,2.63,4.53,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10263,WH-North,Suburban,40.3,Truck,23.0,Standard,Clear,Medium,24.3,1.9,3.48,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10741,WH-East,City Center,73.4,Bike,24.3,Standard,Clear,Low,28.8,3.08,4.56,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10360,WH-East,South Zone,62.5,Van,7.4,Urgent,Rain,Medium,30.4,2.52,4.57,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10731,WH-East,South Zone,46.1,Van,6.6,Standard,Rain,Medium,48.4,2.1,4.04,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10733,WH-North,City Center,64.5,Bike,4.9,High,Cloudy,Low,32.9,2.86,4.24,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10504,WH-West,City Center,51.0,Truck,9.2,High,Rain,Medium,32.4,2.38,4.3,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10508,WH-East,South Zone,47.1,Truck,22.5,High,Clear,High,38.1,2.09,4.13,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10510,WH-South,Suburban,63.0,Express,22.8,Standard,Clear,Medium,24.4,2.84,4.1,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10274,WH-West,East Zone,57.8,Express,17.9,Urgent,Cloudy,High,27.3,2.41,4.4,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10955,WH-East,South Zone,78.2,Van,21.7,High,Cloudy,High,28.9,3.1,5.44,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10567,WH-South,North Zone,64.1,Van,24.9,High,Rain,Low,34.2,2.64,4.19,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10954,WH-West,West Zone,75.6,Express,12.8,High,Cloudy,High,50.9,3.12,5.6,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10344,WH-South,South Zone,51.3,Express,23.5,Standard,Cloudy,Medium,28.2,2.27,3.46,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10316,WH-West,North Zone,26.4,Bike,24.8,Urgent,Rain,High,45.2,1.66,4.36,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10318,WH-North,North Zone,56.7,Truck,29.1,High,Cloudy,Medium,59.6,2.54,4.51,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10320,WH-South,North Zone,33.9,Bike,27.8,High,Rain,Medium,60.3,1.74,4.07,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10336,WH-West,North Zone,60.6,Truck,9.3,Standard,Cloudy,Medium,42.5,2.78,5.0,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10330,WH-West,Suburban,79.0,Truck,15.0,Urgent,Cloudy,Medium,38.0,3.32,6.01,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10293,WH-North,East Zone,44.5,Express,2.4,Standard,Cloudy,Medium,55.1,2.19,3.6,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10298,WH-East,City Center,34.1,Truck,9.9,Standard,Clear,High,61.8,1.56,3.6,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10020,WH-East,North Zone,65.7,Truck,16.0,High,Clear,High,23.9,2.77,5.07,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10970,WH-East,West Zone,63.4,Bike,14.7,High,Cloudy,Medium,46.6,2.32,4.51,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10976,WH-South,South Zone,61.0,Van,14.1,High,Clear,Medium,63.4,2.86,4.88,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10002,WH-West,City Center,61.0,Express,21.8,Standard,Clear,High,51.3,2.6,4.82,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10983,WH-West,City Center,51.7,Van,20.2,Standard,Cloudy,Medium,27.1,2.67,4.26,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10033,WH-West,North Zone,75.2,Van,4.5,High,Rain,Medium,19.2,3.3,5.26,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10706,WH-North,West Zone,42.4,Bike,27.3,Standard,Cloudy,High,50.3,1.86,4.13,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10709,WH-West,South Zone,58.0,Express,16.2,Standard,Clear,Medium,68.4,2.46,3.81,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10323,WH-West,West Zone,61.8,Bike,16.1,Standard,Clear,Medium,51.4,2.73,4.53,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10299,WH-North,East Zone,56.9,Van,27.2,Standard,Rain,High,19.1,2.48,4.46,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10329,WH-West,South Zone,56.0,Van,6.2,Standard,Cloudy,Low,46.7,2.37,4.19,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10284,WH-East,South Zone,67.8,Bike,16.1,Standard,Rain,Low,24.7,2.76,4.89,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10727,WH-East,City Center,30.0,Bike,10.0,Standard,Storm,High,25.1,1.42,4.6,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10218,WH-North,Suburban,63.0,Truck,27.4,Standard,Cloudy,Medium,27.4,2.86,4.74,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10411,WH-East,North Zone,56.3,Bike,21.1,Standard,Cloudy,Low,30.6,2.64,3.83,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10773,WH-North,West Zone,49.9,Bike,21.1,High,Cloudy,Medium,39.4,2.56,3.99,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10267,WH-West,West Zone,78.0,Van,2.2,High,Rain,Medium,55.1,3.18,6.14,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10770,WH-North,South Zone,58.0,Van,1.7,Urgent,Clear,Low,36.8,2.58,4.04,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10361,WH-West,Suburban,65.0,Bike,25.4,Standard,Clear,Medium,23.7,2.91,4.58,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10312,WH-East,Suburban,68.9,Truck,2.6,Standard,Cloudy,Low,44.7,2.88,4.32,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10342,WH-West,East Zone,71.3,Truck,1.3,High,Rain,Low,39.7,2.97,5.89,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10686,WH-South,West Zone,13.3,Truck,5.4,High,Clear,High,42.4,1.02,2.54,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10145,WH-West,South Zone,63.1,Van,23.6,High,Clear,Low,33.7,2.87,4.3,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10896,WH-West,West Zone,76.1,Truck,16.1,Standard,Cloudy,High,43.4,2.96,6.46,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10625,WH-North,North Zone,52.9,Van,11.0,Standard,Clear,Low,35.9,2.49,3.84,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10610,WH-West,North Zone,59.5,Van,27.2,Urgent,Clear,High,33.7,2.54,4.54,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10170,WH-South,City Center,47.1,Van,6.2,Urgent,Rain,High,55.3,2.01,4.57,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10147,WH-East,South Zone,61.4,Van,14.8,Standard,Cloudy,High,14.0,2.56,4.66,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10871,WH-North,West Zone,70.2,Bike,1.7,Urgent,Clear,Low,28.9,3.03,4.71,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10443,WH-North,South Zone,53.7,Van,27.7,Standard,Clear,Medium,33.9,2.38,3.55,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10422,WH-South,East Zone,78.6,Bike,8.5,High,Clear,Low,63.7,3.32,5.59,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10442,WH-West,Suburban,55.2,Van,7.9,Standard,Cloudy,Low,36.6,2.39,3.92,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10208,WH-West,North Zone,56.2,Bike,14.4,Standard,Clear,Medium,28.2,2.39,3.89,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10793,WH-North,City Center,55.1,Van,26.5,Standard,Clear,High,36.6,2.41,4.55,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10816,WH-North,East Zone,17.7,Bike,18.2,Standard,Cloudy,High,47.0,1.22,2.78,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10182,WH-East,West Zone,46.5,Bike,6.1,Standard,Rain,High,49.4,2.23,4.83,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10627,WH-North,East Zone,48.5,Truck,15.3,Urgent,Clear,Medium,49.6,2.25,3.96,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10202,WH-West,South Zone,78.2,Truck,14.0,Standard,Clear,Medium,9.5,3.19,5.0,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10636,WH-South,South Zone,53.7,Bike,9.5,Urgent,Clear,High,35.8,2.41,4.79,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10404,WH-North,Suburban,51.9,Express,28.7,Standard,Clear,High,30.0,2.29,4.14,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10470,WH-West,South Zone,67.8,Bike,5.6,Urgent,Clear,Medium,22.8,2.94,4.15,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10468,WH-North,City Center,61.3,Express,16.5,Urgent,Rain,Medium,29.3,2.73,4.78,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10085,WH-East,Suburban,78.4,Express,27.6,High,Clear,Medium,8.5,3.2,4.7,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10501,WH-East,South Zone,54.7,Truck,7.9,High,Clear,High,34.8,2.46,4.35,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10511,WH-North,City Center,56.9,Van,10.3,Standard,Rain,Low,25.7,2.43,3.98,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10571,WH-South,East Zone,17.4,Truck,10.5,Standard,Clear,High,29.3,0.97,2.3,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10922,WH-East,South Zone,44.4,Truck,19.3,Standard,Clear,Low,52.7,2.19,3.77,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10927,WH-North,Suburban,31.4,Truck,13.3,Standard,Cloudy,High,37.6,1.76,4.0,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10498,WH-West,Suburban,29.5,Truck,5.8,Standard,Clear,High,46.5,1.72,3.77,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10517,WH-West,West Zone,52.0,Express,7.8,High,Cloudy,Medium,36.1,2.25,3.88,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10942,WH-North,South Zone,68.5,Bike,1.8,Standard,Clear,Low,16.5,3.11,4.66,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10556,WH-West,East Zone,77.5,Van,7.3,Standard,Cloudy,Medium,29.3,3.26,5.99,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10055,WH-East,West Zone,75.9,Truck,15.1,High,Clear,Low,30.2,3.33,5.67,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10527,WH-East,City Center,73.4,Bike,26.0,Standard,Rain,High,33.1,3.25,6.05,1,0.985,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10463,WH-South,City Center,44.9,Truck,15.3,High,Rain,Medium,24.3,2.18,3.63,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10174,WH-West,South Zone,41.8,Truck,2.1,Standard,Cloudy,High,43.2,2.01,4.24,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10077,WH-West,North Zone,56.7,Van,16.8,Urgent,Clear,Medium,44.7,2.73,4.33,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10562,WH-East,East Zone,25.7,Bike,13.4,Urgent,Clear,High,60.4,1.32,2.84,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10067,WH-West,West Zone,15.1,Truck,6.1,Standard,Clear,High,25.7,1.21,2.49,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10586,WH-East,City Center,46.4,Bike,3.8,Standard,Rain,Low,39.7,2.15,4.32,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10008,WH-North,East Zone,38.5,Bike,11.5,High,Cloudy,Medium,46.3,1.9,3.26,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10003,WH-North,City Center,39.0,Express,4.5,Standard,Rain,High,44.1,1.78,4.21,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10553,WH-North,North Zone,53.2,Bike,20.0,Standard,Clear,High,8.0,2.49,4.23,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10559,WH-West,Suburban,54.8,Van,25.8,Standard,Storm,Medium,28.4,2.47,4.07,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10585,WH-South,South Zone,71.5,Bike,5.5,Standard,Rain,Medium,17.9,3.05,5.1,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10066,WH-South,South Zone,39.0,Van,21.4,Standard,Clear,Medium,38.6,1.9,3.25,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10094,WH-South,West Zone,39.1,Bike,3.0,Standard,Cloudy,High,31.6,1.96,3.25,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10128,WH-North,West Zone,71.5,Van,21.6,Standard,Rain,Low,15.5,2.98,5.19,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10851,WH-East,City Center,42.4,Truck,16.2,Urgent,Clear,High,49.5,1.94,4.04,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10859,WH-South,City Center,37.5,Truck,15.4,High,Cloudy,Low,49.7,2.05,4.02,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10899,WH-East,South Zone,68.2,Bike,15.0,High,Rain,Medium,38.4,3.01,5.32,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10913,WH-North,West Zone,10.3,Van,5.1,Standard,Cloudy,High,31.6,0.97,2.34,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10364,WH-South,East Zone,52.2,Express,5.1,High,Clear,Low,45.0,2.46,3.57,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10684,WH-West,West Zone,51.1,Van,29.1,Standard,Cloudy,Low,18.0,2.41,3.91,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10285,WH-South,North Zone,37.9,Express,8.4,Standard,Clear,High,43.1,1.86,3.08,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10723,WH-West,South Zone,37.0,Van,23.2,Standard,Cloudy,Medium,51.7,1.95,3.68,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10689,WH-East,City Center,70.1,Express,27.3,Standard,Clear,Low,50.8,3.36,4.94,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10048,WH-East,City Center,58.0,Van,19.7,Standard,Rain,High,33.0,2.49,5.02,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10815,WH-West,North Zone,63.7,Van,6.4,Standard,Storm,Medium,20.8,2.67,5.69,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10813,WH-North,West Zone,75.0,Van,20.0,Urgent,Cloudy,High,19.9,3.05,5.21,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10850,WH-South,East Zone,77.1,Bike,11.6,High,Clear,Low,24.1,3.16,4.58,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10099,WH-South,Suburban,69.3,Bike,12.3,High,Clear,Low,39.1,2.77,4.5,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10895,WH-West,East Zone,42.1,Truck,26.4,Standard,Rain,Low,23.6,1.95,3.55,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10601,WH-North,City Center,51.2,Express,25.2,Standard,Clear,Low,51.0,2.23,3.28,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10193,WH-North,North Zone,37.1,Express,18.1,Standard,Clear,High,37.2,1.87,3.54,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10168,WH-East,Suburban,79.9,Van,11.1,Standard,Cloudy,Medium,32.2,3.2,4.8,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10989,WH-South,South Zone,63.1,Truck,28.0,Standard,Rain,Medium,16.2,2.88,4.88,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10692,WH-South,East Zone,59.4,Van,13.7,Standard,Cloudy,Low,31.5,2.79,4.39,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10322,WH-North,City Center,56.1,Bike,4.0,High,Cloudy,Medium,18.5,2.46,4.15,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10334,WH-East,East Zone,73.4,Truck,21.6,Standard,Clear,Medium,27.3,3.12,5.16,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10389,WH-North,East Zone,50.8,Express,15.1,Standard,Rain,Medium,15.4,2.15,3.54,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10784,WH-West,North Zone,23.9,Van,9.6,Standard,Clear,High,41.1,1.42,2.87,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10247,WH-North,South Zone,76.7,Van,6.5,Standard,Storm,Low,8.0,3.16,5.79,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10238,WH-South,South Zone,47.5,Truck,21.0,Standard,Clear,Low,38.9,2.0,3.35,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10041,WH-East,North Zone,59.6,Express,7.7,Standard,Rain,Low,22.9,2.71,4.1,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10049,WH-South,West Zone,78.2,Truck,3.2,High,Cloudy,Low,35.8,3.35,5.52,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10654,WH-North,North Zone,34.5,Van,9.8,High,Clear,High,43.1,1.68,3.58,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10659,WH-West,South Zone,7.5,Van,14.6,Standard,Clear,High,32.3,0.69,2.16,1,0.98,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10993,WH-South,West Zone,50.8,Truck,13.6,High,Cloudy,Medium,25.9,2.54,3.84,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10991,WH-South,West Zone,42.0,Truck,22.7,Urgent,Clear,Medium,33.3,2.12,3.96,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10019,WH-West,North Zone,36.8,Bike,15.6,Standard,Clear,High,34.3,1.91,4.27,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10327,WH-East,South Zone,36.8,Truck,18.9,Urgent,Clear,Medium,42.1,1.81,3.17,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10321,WH-West,East Zone,27.7,Bike,15.8,Standard,Storm,Medium,35.4,1.55,3.47,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10691,WH-South,West Zone,18.5,Van,12.8,High,Storm,High,29.7,1.45,3.77,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10931,WH-East,Suburban,61.2,Van,19.8,Standard,Clear,High,60.7,2.61,5.14,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10074,WH-South,East Zone,48.6,Truck,12.0,Standard,Clear,Low,29.9,2.29,3.76,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10944,WH-North,East Zone,70.2,Truck,26.7,Standard,Clear,Low,36.2,2.91,4.66,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10093,WH-South,West Zone,37.6,Express,21.7,Standard,Rain,Medium,28.1,1.92,3.17,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10901,WH-North,Suburban,38.8,Truck,24.2,High,Rain,Medium,14.0,1.98,3.51,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10494,WH-South,East Zone,47.3,Bike,25.8,Standard,Storm,Low,21.2,2.25,4.22,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10926,WH-East,North Zone,77.3,Van,23.1,Urgent,Clear,Low,35.7,3.11,4.97,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10592,WH-West,South Zone,78.4,Van,2.7,Standard,Clear,Low,8.0,3.39,4.59,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10862,WH-North,Suburban,44.7,Express,2.8,Standard,Rain,Medium,18.6,2.11,3.35,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10151,WH-East,North Zone,39.2,Bike,11.6,Standard,Clear,Medium,38.6,2.01,3.02,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10172,WH-North,North Zone,14.1,Bike,12.6,Standard,Cloudy,High,24.9,0.75,1.94,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10462,WH-North,North Zone,21.0,Bike,11.5,Standard,Rain,High,39.2,1.21,2.74,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10897,WH-South,Suburban,43.8,Van,27.9,Standard,Rain,Low,28.8,1.98,3.29,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10478,WH-West,Suburban,16.7,Bike,16.0,Standard,Clear,High,30.9,1.18,2.59,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10794,WH-West,South Zone,66.4,Truck,1.1,Urgent,Clear,High,34.1,2.91,5.34,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10426,WH-North,South Zone,30.3,Truck,28.3,Urgent,Rain,Medium,51.2,1.56,3.74,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10332,WH-North,West Zone,53.7,Bike,11.8,High,Clear,Medium,9.2,2.56,3.82,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10752,WH-North,South Zone,62.7,Truck,24.2,Standard,Clear,Low,27.0,2.7,4.09,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10377,WH-West,City Center,55.9,Bike,27.8,Standard,Clear,Low,33.2,2.65,4.49,1,0.975,High Risk,"Priority intervention: review route, ETA and dispatch resources"
